id,uit_id,title,context,question,answers,is_impossible,plausible_answers,hop
0063-0021-0004,uit_011759,George Washington,"Thứ ba và quan trọng nhất, Washington là hiện thân của cuộc kháng chiến vũ trang chống Vương miện - ông là người đại diện của cuộc Cách mạng. Tầm vóc to lớn và tài năng chính trị của ông đã khiến cho Quốc hội Lục địa, lục quân, người Pháp, địa phương quân và các tiểu bang đều hướng về một mục tiêu chung. Bằng việc tự nguyện từ chức và giải ngũ lục quân của mình sau khi chiến tranh kết thúc thắng lợi, ông vĩnh viễn thiết lập ra nguyên tắc dân sự là trên hết trong quân vụ. Và còn nữa, ông thường luôn lặp lại quan điểm rằng các binh sĩ nhà nghề có kỉ luật tốt thì luôn hơn hẳn gấp đôi những binh sĩ tự nguyện nhưng vô kỉ luật. Các binh sĩ nhà nghề như thế sẽ giúp người ta bỏ đi ý tưởng ngờ vực đối với một quân đội hiện dịch.",Việc có những binh sĩ nhà nghề có kỉ luật tốt sẽ giúp ích gì cho quân đội?,"{'text': [sẽ giúp người ta bỏ đi ý tưởng ngờ vực đối với một quân đội hiện dịch], 'answer_start': [659]}",False,,1
0092-0008-0007,uit_016329,Chiến tranh Triều Tiên,"Với thất bại của Ủy ban hỗn hợp trong việc dàn xếp, Mỹ đã đưa vấn đề Triều Tiên trình lên Liên Hợp Quốc vào tháng 9 năm 1947. Liên Xô lại phản đối mọi sự can thiệp của Liên Hợp Quốc vào nội bộ Triều Tiên. Vào thời điểm đó, Mỹ có tầm ảnh hưởng lớn hơn Liên Xô trong Liên Hợp Quốc.. Liên Hợp Quốc thông qua nghị quyết vào ngày 14 tháng 11 năm 1947, tuyên bố rằng một cuộc bầu cử tự do trên toàn bán đảo Triều Tiên nên được tổ chức, quân đội nước ngoài phải rút lui, và thành lập một Uỷ ban của LHQ về Triều Tiên gọi là UNTCOK. Liên Xô và chính quyền cộng sản ở phía Bắc đã tẩy chay bầu cử và không coi nghị quyết của LHQ mang tính chất ràng buộc, họ cho rằng LHQ không thể bảo đảm bầu cử công bằng. Không có sự hợp tác từ phía Liên Xô, người ta quyết định tổ chức cuộc bầu cử dưới sự giám sát của LHQ ở miền nam (mặc dù bầu cử ban đầu dự kiến sẽ được tổ chức trên toàn bán đảo) . Một số đại biểu UNTCOK cho rằng bầu cử chỉ tổ chức ở miền Nam đã tạo ra lợi thế không công bằng cho các ứng cử viên cánh hữu, nhưng ý kiến của họ đã bị bác bỏ. Không ngoài mong muốn của Mỹ, chính phủ đắc cử được lãnh đạo bởi Lý Thừa Vãn, một người Triều Tiên sống lưu vong tại Mỹ và có tư tưởng chống cộng rất mạnh. Ông là một người Triều Tiên bị Nhật Bản cầm tù từ khi còn là một thanh niên và rồi trốn thoát sang Hoa Kỳ nơi ông lấy được các cấp bằng đại học và sau đại học tại Đại học Georgetown, Đại học Harvard và Đại học Princeton. Hoa Kỳ ủng hộ Lý Thừa Vãn bởi ông là một tín đồ Thiên Chúa giáo rất ngoan đạo và chống Cộng rất mạnh",Vì sao Liên Xô và Liên Hợp Quốc phía Bắc không đồng tình với cuộc bầu cử của các tổ chức cộng sản?,"{'text': [], 'answer_start': []}",True,"{'text': [họ cho rằng LHQ không thể bảo đảm bầu cử công bằng], 'answer_start': [645]}",1
0076-0007-0004,uit_014228,Chủ nghĩa thực dân,"Trong suốt thế kỷ 20, các thuộc địa hải ngoại của những nước thua cuộc trong Chiến tranh thế giới thứ nhất được các nước chiến thắng chia nhau với danh nghĩa lãnh thổ ủy quyền. Nhưng khi Chiến tranh thế giới thứ hai bắt đầu, ngày 14/8/1941 Tổng thống Mỹ Franklin D. Roosevelt và Thủ tướng Anh Winston S. Churchill cùng nhau ra Tuyên bố chung Hiến chương Đại Tây Dương. Điều 3 của Hiến chương này nói rằng Anh và Mỹ tôn trọng quyền của tất cả mọi dân tộc được chọn hình thức chính quyền lãnh đạo họ, Anh và Mỹ cũng mong muốn nhìn thấy chủ quyền và các hình thức nhà nước tự trị của các dân tộc trước kia bị người khác dùng vũ lực tước mất được tái lập lại. Đến cuối Chiến tranh thế giới thứ hai giai đoạn thứ hai của phi thực dân hóa mới được tiến hành nhanh chóng.",Mong muốn của Anh và Mỹ đối với chủ quyền của các dân tộc bị tước mất là gì?,"{'text': [tái lập lại], 'answer_start': [643]}",False,,1
0080-0008-0007,uit_014808,Mali,"Phong trào chống đối chính phủ cuối cùng đã dẫn đến cuộc đảo chính vào năm 1991 đi đến thiết lập một chính phủ chuyển tiếp, và một bản hiến pháp mới. Năm 1992, Alpha Oumar Konaré trở thành tổng thống Mali đầu tiên chiến thắng trong một cuộc bầu cử dân chủ, đa đảng. Và trong lần tái bầu cử vào năm 1997, Tổng thống Konaré đã thông qua một loạt các chính sách cải cách kinh tế và chính trị, chiến đấu chống tham nhũng. Năm 2002, ông từ chức và qua một cuộc bầu cử dân chủ, chính phủ Mali được điều hành bởi Amadou Toumani Touré, một tướng về hưu, vốn là người lãnh đạo về mặt quân sự của cuộc đảo chính vào năm 1991. Ngày nay, Mali là một trong những nước có được sự ổn định chính trị và xã hội nhất châu Phi.",Alpha Oumar Konaré trở thành tướng khi nào?,"{'text': [], 'answer_start': []}",True,"{'text': [1997], 'answer_start': [298]}",1
0008-0050-0007,uit_001363,Albert Einstein,"Tiếp theo nghiên cứu của ông về thuyết tương đối tổng quát, Einstein bắt tay vào chuỗi những cố gắng để tổng quát hóa lý thuyết hình học của ông về hấp dẫn, cho phép kết hợp được với tương tác điện từ. Năm 1950, ông miêu tả ""thuyết trường thống nhất"" của ông trong tạp chí Scientific American với tiêu đề ""Về lý thuyết tổng quát của hấp dẫn"". Mặc dù ông tiếp tục được ca ngợi cho các công trình của ông, Einstein đã dần dần bị đơn độc trong con đường nghiên cứu thuyết thống nhất này, và những nỗ lực của ông đã hoàn toàn bị thất bại.","Einstein sửa đổi ""thuyết trường thống nhất"" vào thời gian nào?","{'text': [], 'answer_start': []}",True,"{'text': [Năm 1950], 'answer_start': [202]}",1
0057-0049-0005,uit_010599,Bồ Đào Nha,"Trong thế kỷ XX, Bồ Đào Nha tham gia hai cuộc xung đột lớn là Chiến tranh thế giới thứ nhất và Chiến tranh thực dân Bồ Đào Nha (1961–1974). Sau khi Đế quốc Bồ Đào Nha kết thúc vào năm 1975, lực lượng vũ trang Bồ Đào Nha tham gia các sứ mệnh duy trì hoà bình tại Đông Timor, Bosnia, Kosovo, Afghanistan, Somalia, Iraq (Nasiriyah) và Liban. Bồ Đào Nha cũng tiến hành một số hoạt động quân sự đơn phương độc lập ở bên ngoài, như trong việc can thiệp tại Angola vào năm 1992 và tại Guinea-Bissau vào năm 1998 với mục tiêu chính là bảo vệ và di tản các công dân Bồ Đào Nha và ngoại quốc trước đe doạ từ xung đột nội bộ tại địa phương.",Bồ Đào Nha tiến hành một số hoạt động quân sự đơn phương độc lập nhằm nhựng mục đích gì?,"{'text': [bảo vệ và di tản các công dân Bồ Đào Nha và ngoại quốc trước đe doạ từ xung đột nội bộ tại địa phương], 'answer_start': [527]}",False,,1
0042-0024-0007,uit_006586,Giáo hoàng Gioan Phaolô II,"Tuy nhiên chuyến thăm Đức vào năm 1996 đã trở thành thảm họa. Ngày 24 tháng 6 năm 1996, khi xe của Giáo hoàng đi về phía cổng Bradenburg tại Berlin, hàng trăm người vô chính phủ và những người hoạt động xã hội ủng hộ người đồng tính thuộc một ""Liên minh chống Giáo hoàng"" đã xông về phía Gioan Phaolô II, gào to lên ""Hãy xuống địa ngục đi !"", ""Thiêu sống Giáo hoàng !"" ""Bao cao su thay thế cho Tòa thánh !"" (""Kondome statt Dome!"") và ném sơn, cà chua, trứng thối vào chiếc xe của Giáo hoàng. Hai bịch sơn đã văng trúng chiếc xe chở Gioan Phaolô II. Danh sách các bài báo nói về vụ Giáo hoàng bị biểu tình ở Berlin năm 1996",Một trong những câu nói của những người đã dùng để lăng mạ Linh mục là gì?,"{'text': [], 'answer_start': []}",True,"{'text': [Bao cao su thay thế cho Tòa thánh], 'answer_start': [370]}",1
0092-0004-0007,uit_016295,Chiến tranh Triều Tiên,"Tại Hội nghị Yalta vào tháng 2 năm 1945, lãnh đạo Liên Xô Joseph Stalin kêu gọi lập ""các vùng đệm"" tại châu Á và châu Âu. Stalin tin rằng Liên Xô phải có tiếng nói quyết định tại Trung Quốc và để đổi lại Liên Xô sẽ tham chiến chống Nhật Bản ""hai hoặc ba tuần sau khi Đức đầu hàng."" Ngày 6 tháng 8 năm 1945, Liên Xô tuyên chiến với Đế quốc Nhật Bản và vào ngày 8 tháng 8 bắt đầu tấn công phía bắc Bán đảo Triều Tiên. Như đã thỏa thuận với Mỹ, Liên Xô dừng quân lại ở vĩ tuyến 38 độ bắc. Quân đội Hoa Kỳ ở phần phía nam của bán đảo đầu tháng 9 năm 1945. Nhiều người Triều Tiên đã tổ chức chính trị trước khi quân đội Hoa Kỳ đến.","Để có được quyền hành tại Liên Xô, Trung Quốc hứa sẽ thực hiện trận chiến nào?","{'text': [], 'answer_start': []}",True,"{'text': [chống Nhật Bản], 'answer_start': [226]}",1
0010-0003-0010,uit_001476,Cộng hòa Dân chủ Đức,"Sau gần nửa thế kỷ theo đuổi XHCN, khi sắp sáp nhập vào Tây Đức, ở thời điểm 1989, GDP của Đông Đức đạt 159,5 tỷ USD (thời giá 1989) so với 945,7 tỷ USD của Tây Đức, trong khi dân số Đông Đức bằng khoảng 1/4 so với Tây Đức (16 triệu so với 63 triệu), tức là tính theo thu nhập bình quân đầu người thì Đông Đức bằng khoảng 64% so với Tây Đức (9.679 USD so với 15.300 USD, thời giá 1989). Tiếp theo sự sụp đổ của Bức tường Berlin ngày 9 tháng 11 năm 1989, Đảng Xã hội chủ nghĩa thống nhất Đức mất đi đa số ủng hộ của người dân trong Quốc hội tại cuộc bầu cử ngày 18 tháng 3 năm 1990. Ngày 23 tháng 8 cùng năm, Quốc hội Đông Đức quyết định rằng lãnh thổ quốc gia này sẽ được đặt dưới hệ thống pháp luật của Cộng hòa Liên bang Đức kể từ ngày 3 tháng 10 năm 1990. Kết quả của sự sáp nhập này, Cộng hòa Dân chủ Đức chính thức chấm dứt sự tồn tại của nó.","Trước khi thống nhất với Tây Đức, Đông Đức thoe chủ nghĩa gì?","{'text': [XHCN], 'answer_start': [29]}",False,,1
0024-0018-0006,uit_004201,Quảng Châu,"Hầu hết dân số Quảng Châu là người Hán. Hầu như tất cả người Quảng Đông địa phương nói tiếng Quảng Châu là ngôn ngữ đầu tiên của họ, trong khi hầu hết người di cư nói tiếng Quan Thoại. Trong năm 2010, mỗi ngôn ngữ là tiếng mẹ đẻ của khoảng một nửa dân số của thành phố, mặc dù con số nhỏ nhưng cũng có một số lượng người đáng kể nói các giọng khác. Cũng như các nơi khác ở Trung Quốc, hệ thống đăng ký hộ khẩu (hukou) hạn chế người di cư tiếp cận nhà ở, cơ sở giáo dục và các lợi ích công cộng khác. Vào tháng 5 năm 2014, những người nhập cư hợp pháp ở Quảng Châu được phép nhận thẻ hukou cho phép họ kết hôn và được phép mang thai trong thành phố, thay vì phải quay về quê hương chính thức như trước đây.",Tại Quảng Đông kể từ tháng 5 năm 2014 thì những người nhập cư hợp pháp đã được làm gì?,"{'text': [], 'answer_start': []}",True,"{'text': [nhận thẻ hukou cho phép họ kết hôn và được phép mang thai trong thành phố], 'answer_start': [574]}",1
0092-0044-0007,uit_016610,Chiến tranh Triều Tiên,"Tháng giêng năm 1951, các lực lượng Trung Quốc và Bắc Triều Tiên lại đánh mạnh trong giai đoạn tiến công thứ ba (được biết với tên gọi Cuộc tiến công mùa đông của Trung Quốc). Quân Trung Quốc lặp lại các chiến thuật trước đây của họ là tấn công chủ yếu là vào đêm với cách đánh thăm dò từ các vị trí xa mặt trận theo sau là một đợt xung phong với số lượng quân áp đảo, và dùng kèn, cồng chiêng để liên lạc và đánh lạc hướng quân địch. Các lực lượng Liên Hiệp Quốc không có phương cách hữu hiệu để chống lại chiến thuật này, và sức kháng cự của họ sa sút nên họ rút lui nhanh về miền nam. Seoul bị bỏ lại và bị các lực lượng Trung Quốc và Bắc Triều Tiên chiếm được vào ngày 4 tháng 1 năm 1951.",Vật dụng được quân địch sử dụng để làm phân tán quân Trung Quốc là gì?,"{'text': [], 'answer_start': []}",True,"{'text': ['kèn, cồng chiêng'], 'answer_start': [377]}",1
0005-0041-0004,uit_000592,Edward I của Anh,"Edward tổ chức Quốc hội trên cơ sở pháp lý rất thường xuyên trong triều đại của ông. Tuy nhiên năm 1295, một sự thay đổi đáng kể diễn ra. Trong Nghị viện lần này, ngoài các lãnh chúa thế tục và tu sĩ trong Giáo hội, hai hiệp sĩ đến từ mỗi quận và hai đại diện trong mỗi quận được triệu tập. Những đại diện của quần chúng trong Nghị viện không có gì mới, cái mới là uy quyền dưới sự triệu tập các đại biểu. Trong khi Nghị viện trước kia Nghị viện chỉ đơn giản là tán thành quyết định của các lãnh chúa, bây giờ nó được tuyên bố là sẽ được triệu tập với quyền lực đầy đủ (plena potestas) của quần chúng của họ, để tán thành những quyết định trong Nghị viện. Nhà Vua bây giờ có đủ sự ủng hộ để thu trợ cấp giáo dân trên toàn quốc. Trợ cấp là thuế được thu một phần từ tài sản lưu động của các giáo dân. Trong khi Henry III chỉ thu được bốn lần dưới triều của mình, Edward I thu tới chín. Khuôn khổ này về sau trở thành tiêu chuẩn của Quốc hội sau này, được các sử gia gọi tên là ""Mô hình Quốc hội"".[r]",Trợ cấp là gì?,"{'text': [là thuế được thu một phần từ tài sản lưu động của các giáo dân], 'answer_start': [736]}",False,,1
0104-0005-0004,uit_019172,Trung Hoa Dân Quốc (1912-1949),"Những năm cuối thời Thanh, xã hội Trung Quốc bất ổn, Phong trào Nghĩa Hòa Đoàn bùng phát khiến Liên quân tám nước phát động chiến tranh xâm chiếm Trung Quốc, buộc chính phủ triều đình Thanh phải ký Điều ước Tân Sửu. Năm 1908, chính phủ Thanh ban bố ""Khâm định hiến pháp đại cương"", tuyên bố ""mười năm sau thực thi lập hiến"" để đối phó với các tiếng nói cải cách. Ngày 27 tháng 4 năm 1911, Trung Quốc Đồng Minh hội phát động Khởi nghĩa Hoàng Hoa Cương tại Quảng Châu, song bị quân Thanh trấn áp. Ngày 10 tháng 10 năm 1911, Cộng Tiến hội và Văn học xã phát động Khởi nghĩa Vũ Xương, trong vòng bảy tuần lễ có 15 tỉnh tại Trung Quốc tuyên bố thoát ly triều đình Thanh để độc lập, hình thành Cách mạng Tân Hợi có tính toàn quốc. Những người cách mạng một mặt trù tính tổ chức chính phủ lâm thời, một mặt tiến hành đàm phán với Viên Thế Khải, đến ngày 8 tháng 12 thì đạt được nhận thức chung: Nếu như Viên Thế Khải bức Hoàng đế thoái vị thì ông sẽ được bầu làm đại tổng thống lâm thời. Ngày 29 tháng 12, tại Nam Kinh đại biểu các tỉnh tuyên bố độc lập bầu Tôn Trung Sơn làm đại tổng thống lâm thời. Cùng ngày, Jebtsundamba Khutuktu đời thứ tám thành lập Hãn quốc Bác Khắc Đa, tuyên bố Ngoại Mông Cổ thoát ly Trung Quốc để độc lập. Tại thủ phủ Lhasa của Tây Tạng phát sinh náo loạn, quan viên và quân đồn trú của triều Thanh bị xua đuổi, Đạt Lai Lạt Ma thứ 13 từ nơi lưu vong tại Ấn Độ trở về quản lý chính quyền Tây Tạng. Ngày 1 tháng 1 năm 1912, Chính phủ lâm thời Trung Hoa Dân Quốc tuyên bố chính thức thành lập, Tôn Trung Sơn tuyên thệ nhậm chức đại tổng thống lâm thời Trung Hoa Dân Quốc. Ngày 12 tháng 2 năm 1912, Long Dụ thái hậu trước khuyến nghị và bức bách của các đại thần như Viên Thế Khải, quyết định thay mặt Phổ Nghi công bố chiếu thư thoái vị, đồng thời trao quyền cho Viên Thế Khải lập chính phủ lâm thời, triều đình Thanh chính thức diệt vong.",Chính phủ của Trung Hoa Dân Quốc đã tuyên bố thành lập vào ngày nào?,"{'text': [Ngày 1 tháng 1 năm 1912], 'answer_start': [1417]}",False,,1
0049-0010-0007,uit_007753,Bắc Kinh,"Cách mạng Tân Hợi đã diễn ra vào năm 1911 nhằm thay thế nhà Thanh bằng một cộng hòa và các lãnh đạo của cuộc cách mạng như Tôn Trung Sơn ban đầu đã dự định dời đô đến Nam Kinh. Khi đó, một đại thần của triều Thanh là Viên Thế Khải đã buộc hoàng đế cuối cùng của nhà Thanh thoái vị và những người cách mạng đã chấp thuận để ông làm đại tổng thống của Trung Hoa Dân Quốc. Viên Thế Khải vẫn giữ thủ đô tại Bắc Kinh và nhanh chóng củng cố quyền lực, rồi xưng đế vào năm 1915. Ông ta qua đời chưa đầy một năm sau đó khiến Trung Quốc bị phân liệt giữa các quân phiệt địa phương. Các phe phái mạnh nhất đã tiến hành các cuộc chiến tranh thường xuyên – chiến tranh Trực-Hoàn năm 1920 cùng chiến tranh Trực-Phụng lần thứ nhất và lần thứ hai vào các năm 1922 và 1924 – để kiểm soát thủ đô. Sau khi Quốc Dân đảng' tiến hành Bắc phạt thành công, thủ đô chính thức bị dời về Nam Kinh vào năm 1928. Ngày 28 tháng 6 cùng năm, Bắc Kinh được đổi tên thành Bắc Bình.",Chức vụ hoàng đế của Trung Hoa Dân Quốc thuộc về ai?,"{'text': [], 'answer_start': []}",True,"{'text': [Viên Thế Khải], 'answer_start': [217]}",1
0138-0156-0005,uit_028068,Chiến tranh Đông Dương,"Trả lời phỏng vấn với Tướng Georges Catroux vào tháng 1 năm 1947 ở Moscow, bộ trưởng Ngoại giao Liên Xô Vyacheslav Mikhailovich Molotov nói rằng “ông hy vọng rằng Pháp và Việt Nam có thể đạt được một thoả thuận khiến cho cả đôi bên đều hài lòng,” và không dẫn đến việc tái thiết “một chế độ cai trị thực dân”. Liên Xô không trợ giúp cho Việt Nam Dân chủ Cộng hòa và cũng không đưa vấn đề Việt Nam ra Liên hiệp quốc. Cũng trong năm 1947, Việt Nam Dân chủ Cộng hòa đề nghị Liên Xô hỗ trợ cuộc kháng chiến của họ bao gồm viện trợ quân sự và kinh tế, cung cấp chuyên gia quân sự, tuyên truyền quốc tế có lợi cho Việt Nam và giúp Việt Nam tham gia Liên Hiệp Quốc nhưng Liên Xô phớt lờ những yêu cầu này.","Sau khi chính quyền Liên Xô gửi những đề nghị yêu cầu trợ giúp đến Việt Nam, họ nhân được thái độ gì từ Việt Nam?","{'text': [], 'answer_start': []}",True,"{'text': [phớt lờ], 'answer_start': [672]}",1
0010-0011-0004,uit_001530,Cộng hòa Dân chủ Đức,"Ngày 16 tháng 6 năm 1953, sau một quota sản xuất tăng 10% công nhân xây dựng đại lộ mới ở Đông Berlin, Stalinallee (ngày nay được gọi là Karl-Marx-Allee), những cuộc tuần hành của các công nhân bất bình nổ ra ở Đông Berlin. Ngày hôm sau những cuộc biểu tình phản kháng lan khắp Đông Đức với hơn một triệu người đình công và biểu tình trong 700 cộng đồng. Lo sợ một cuộc bạo động, chính phủ yêu cầu quân đội chiếm đóng Xô viết trợ giúp và vào buổi sáng ngày 18 xe tăng cùng binh sĩ được triển khai trấn áp những người biểu tình. Nhưng bạo động vẫn nổ ra, làm khoảng năm mươi người chết và một làn sóng bắt giữ, bỏ tù lên tới hơn 10.000 người. Sự quá cảnh giữa Tây và Đông Berlin là khá tự do ở thời điểm ấy, có nghĩa rằng những người biểu tình và những hành động trấn áp biểu tình của Liên Xô đã được nhiều nhà quan sát phương Tây ghi nhận.",Số lượng người đã phải vào tù do cuộc biểu tình của công nhân là bao nhiêu?,"{'text': [hơn 10.000 người], 'answer_start': [624]}",False,,1
0027-0031-0005,uit_004467,Thành phố Hồ Chí Minh,"Về thủy văn, nằm ở vùng hạ lưu hệ thống sông Ðồng Nai - Sài Gòn, Thành phố Hồ Chí Minh có mạng lưới sông ngòi kênh rạch rất đa dạng. Sông Ðồng Nai Bắt nguồn từ cao nguyên Lâm Viên, hợp lưu bởi nhiều sông khác, có lưu vực lớn, khoảng 45.000 km². Với lưu lượng bình quân 20–500 m³/s, hàng năm cung cấp 15 tỷ m³ nước, sông Đồng Nai trở thành nguồn nước ngọt chính của thành phố. Sông Sài Gòn bắt nguồn từ vùng Hớn Quản, chảy qua Thủ Dầu Một đến Thành phố Hồ Chí Minh, với chiều dài 200 km và chảy dọc trên địa phận thành phố dài 80 km. Sông Sài Gòn có lưu lượng trung bình vào khoảng 54 m³/s, bề rộng tại thành phố khoảng 225 m đến 370 m, độ sâu tới 20 m. Nhờ hệ thống kênh Rạch Chiếc, hai con sông Đồng Nai và Sài Gòn nối thông ở phần nội thành mở rộng. Một con sông nữa của Thành phố Hồ Chí Minh là sông Nhà Bè, hình thành ở nơi hợp lưu hai sông Đồng Nai và Sài Gòn, chảy ra biển Đông bởi hai ngả chính Soài Rạp và Gành Rái. Trong đó, ngả Gành Rái chính là đường thủy chính cho tàu ra vào bến cảng Sài Gòn. Ngoài các con sông chính, Thành phố Hồ Chí Minh còn có một hệ thống kênh rạch chằng chịt: Láng The, Bàu Nông, rạch Tra, Bến Cát, An Hạ, Tham Lương, Cầu Bông, Nhiêu Lộc-Thị Nghè, Bến Nghé, Lò Gốm, Kênh Tẻ, Tàu Hũ, Kênh Ðôi...Hệ thống sông, kênh rạch giúp Thành phố Hồ Chí Minh trong việc tưới tiêu, nhưng do chịu ảnh hưởng dao động triều bán nhật của biển Ðông, thủy triều thâm nhập sâu đã gây nên những tác động xấu tới sản xuất nông nghiệp và hạn chế việc tiêu thoát nước ở khu vực nội thành.","Những ảnh hưởng từ hạn hán, thủy triều thâm nhập sâu là gì?","{'text': [], 'answer_start': []}",True,"{'text': [tác động xấu tới sản xuất nông nghiệp và hạn chế việc tiêu thoát nước ở khu vực nội thành], 'answer_start': [1409]}",1
0054-0004-0003,uit_008917,Người Do Thái,"Giữa năm 1948 và năm 1958, dân số Do Thái tăng từ 800.000 người Do Thái lên đến hai triệu người Do Thái. Hiện tại, người Do Thái chiếm 75,4% dân số của Israel, hay 6 triệu người. Những năm đầu đời của Nhà nước Israel được đánh dấu bởi sự nhập cư hàng loạt của những người còn sống sót sau cuộc diệt chủng người Do Thái Holocaust và người Do Thái trốn khỏi các vùng đất của người Ả Rập. Israel cũng có một số lượng lớn người Do Thái Ethiopia, nhiều người trong số đó được đưa đến Israel vào cuối những năm 1980 và đầu những năm 1990. Từ năm 1974 đến năm 1979 gần 227.258 người nhập cư Do thái đến Israel, khoảng một nửa là từ Liên Xô. Giai đoạn này cũng cho thấy sự gia tăng số lượng dân nhập cư vào Israel từ Tây Âu, Châu Mỹ Latinh và Bắc Mỹ.","Những năm đầu, do cuộc diệt chủng người Do Thái nào nên họ nhập cư hàng hoạt vào Nhà nước Isreal do sống sót?","{'text': [Do Thái Holocaust], 'answer_start': [311]}",False,,1
0056-0006-0003,uit_009852,Ukraina,"Tới năm 1569, Liên minh Lublin thành lập Khối thịnh vượng chung Ba Lan-Litva, và một phần lớn lãnh thổ Ukraina được chuyển từ quyền cai trị chủ yếu Litva sang cho bộ máy hành chính Ba Lan, như nó đã được chuyển giao cho Vua Ba Lan. Dưới áp lực văn hoá và chính trị của quá trình Ba Lan hoá đa phần thượng Ruthenia chuyển theo Cơ đốc giáo và trở nên không thể phân biệt với giới quý tộc Ba Lan. Vì thế, những người thường dân Ukraina, mất đi những người bảo hộ địa phương của mình trong giới quý tộc Ruthenia, quay sang tìm kiếm sự bảo hộ của người Cozak, họ luôn kiên quyết trung thành với chính thống giáo và có khuynh hướng quay sang dùng bạo lực chống lại những kẻ mà họ cho là kẻ thù, đặc biệt là nhà nước Ba Lan và những đại diện của nó.",Vì sao đa phần thượng Ruthenia chuyển theo Cơ đốc giáo?,"{'text': [Dưới áp lực văn hoá và chính trị của quá trình Ba Lan hoá], 'answer_start': [232]}",False,,1
0055-0064-0002,uit_009687,Louis XV của Pháp,"Ưu tiên hàng đầu của Maupeou là đưa Nghị viện vào tầm kiểm soát, và tiếp tục chương trình hiện đại hóa đất nước. Nhiều thành viên Nghị viện Paris tham gia vào cuộc đình công, và phản đối các nghị quyết của nhà vua. Ngày 21 tháng 1 năm 1771, đại diện hoàng gia và ngự lâm quân xông vào nhà của từng thành viên Nghị viện, thông báo rằng họ đã bị cách bức và buộc họ phải rời Paris trở về quê, cấm không được trở lại. Sau đó tháng 2 với một biện pháp triệt để hơn; Nghị viện các vùng bị thay thế bởi tòa án của 6 Hội đồng cao cấp mới, để xét xử những vụ án nghiêm trọng. Một nghị định khác bác bỏ quyền xét xử các vụ án dân sự của Nghị viện, vốn là nguồn thu nhập chủ yếu của các thành viên. Quyền lực của Nghị viện Paris thì không đổi. Nếu không còn Nghị viện tỉnh, chính phủ có quyền đặt luật và áp thuế mà không ai phản đối. Tuy nhiên, sau khi vua băng, tầng lớp quý tộc lại vùng dậy và kết quả làNghị viện địa phương được khôi phục.",Sau khi thành viên nghị viện Paris bị cách chức vài tháng thì các nghị viện khác bị nhà vua tiến hành làm gì?,"{'text': ['bị thay thế bởi tòa án của 6 Hội đồng cao cấp mới, để xét xử những vụ án nghiêm trọng'], 'answer_start': [481]}",False,,1
0106-0022-0007,uit_019781,Đảo Ireland,"Trong thập niên đầu tiên, Nhà nước Tự do Ireland mới thành lập nằm dưới quyền cai quản của những người chiến thắng trong nội chiến. Đến khi Éamon de Valera lên nắm quyền, ông tận dụng Pháp lệnh Westminster và tình thế chính trị để xây dựng nền móng cho chủ quyền cao hơn. Việc tuyên thệ trung thành với quốc vương bị bãi bỏ vào năm 1937 khi hiến pháp mới được thông qua. Điều này hoàn tất một quá trình dần ly khai khỏi đế quốc Anh được chính phủ theo đuổi từ khi độc lập. Tuy nhiên, đến năm 1949, thì nhà nước mới chính thức trở thành Cộng hoà Ireland.",Éamon de Valera đã làm gì khi lên thuyền?,"{'text': [], 'answer_start': []}",True,"{'text': [ông tận dụng Pháp lệnh Westminster và tình thế chính trị để xây dựng nền móng cho chủ quyền cao hơn], 'answer_start': [171]}",1
0057-0059-0002,uit_010674,Bồ Đào Nha,"Đến đầu thập niên 1970, tăng trưởng kinh tế nhanh chóng của Bồ Đào Nha kéo theo gia tăng chủ nghĩa tiêu thụ, và việc mua ô tô mới khiến chính quyền ưu tiên trong cải thiện giao thông. Đến thập niên 1990, sau khi gia nhập Cộng đồng Kinh tế châu Âu, Bồ Đào Nha xây dựng nhiều xa lộ mới. Ngày nay, Bồ Đào Nha có hệ thống đường bộ dài hơn 68,7 nghìn km, khoảng ba nghìn km thuộc hệ thống 44 xa lộ. Xa lộ đầu tiên được khánh thành vào năm 1944, liên kết Lisboa đến Sân vận động Quốc gia, đó là một dự án sáng tạo khiến Bồ Đào Nha trở thành một trong các quốc gia đầu tiên có xa lộ (tuyến đường hiện trở thành đường cao tốc Lisbon-Cascais, hay A5).",Sự tăng trưởng kinh tế của Bồ Đào Nha đã dẫn đến sự gia tăng nào?,"{'text': ['chủ nghĩa tiêu thụ, và việc mua ô tô mới khiến chính quyền ưu tiên trong cải thiện giao thông'], 'answer_start': [89]}",False,,1
